Archaean - Early Mesoproterozoic polygons,Late Mesoproterozoic polygons,Middle Mesoproterozoic polygons,Neoproterozoic - Ordovician polygons
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Undifferentiated Neoproterozoic rocks
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
Metasediments: Hutchison Group equivalent?,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,Null
Largely unknown basement; includes foliated granite in Mallabie 1,Null,Null,"Altered, porphyritic or vesicular basalt; porphyritic syenite-trachyte (?highly altered mafic volcanic rock) may be equivalent"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
"Mainly S-type monzogranite, quartz monzodiorite, granodiorite and sodic granitoids",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Geophysically-delineated extensions of Musgrave Province under cover, based on interpretation by Geointerp",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Gneissic gabbronorite, charnockite and alkali-feldspar granite and mafic dykes",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Gneissic gabbronorite, charnockite and alkali-feldspar granite and mafic dykes",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,Null
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Dacite and rhyodacite,Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
"Psammopelite and pelite, locally graphitic",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Undifferentiated Cambro-Ordovician metasediments, including Kanmantoo Group?"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,Undifferentiated Neoproterozoic rocks
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, calcsilicate and orthogneiss",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,"Redbed sandstone, minor siltstone",Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Vuggy dolomite; shelf limestone, dolomite, siltstone, shale and sandstone; glauconitic sandstone"
"Quartzitic, pelitic and calcsilicate metasediments",Null,Null,Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Mainly S-type monzogranite, quartz monzodiorite, granodiorite and sodic granitoids",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Post-Musgravian mafic dykes; variably magnetic, including reversely magnetised; may be as young as Neoproterozoic",Null,"Post-Musgravian mafic dykes; variably magnetic, including reversely magnetised; may be as young as Neoproterozoic"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Largely unknown basement; includes foliated granite in Mallabie 1,Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Dacite and rhyodacite,Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Possible volcanic rocks; intercalated with Kanmantoo Group metasediments
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Late/post-Delamerian felsic intrusive rocks
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
Undifferentiated granitoid intrusive rocks of Kimban Orogeny,Null,Null,Null
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Vuggy dolomite; shelf limestone, dolomite, siltstone, shale and sandstone; glauconitic sandstone"
"Unknown basement, poor geophysical response",Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
"Psammopelite and pelite, locally graphitic",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Volcaniclastics, porphyritic trachyte, dacite"
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons, massive to internally zoned, including intrusive charnockite; strongly magnetic",Null,Null
Chemical and clastic metasediments,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,Undifferentiated Neoproterozoic rocks
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Quartzitic and pelitic paragneiss, basalt and rhyolite; metavolcanic gneiss at Spring Hill",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Largely unknown basement; includes foliated granite in Mallabie 1,Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Gneissic gabbronorite, charnockite and alkali-feldspar granite and mafic dykes",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Proterozoic rocks
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Undifferentiated Cambro-Ordovician metasediments, including Kanmantoo Group?"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Granitoid plutons, massive to internally zoned, including intrusive charnockite; strongly magnetic",Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
Porphyritic granite; granite and adamellite,Null,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,Massive anorthosite; non-magnetic to weakly magnetic,Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
Chemical and clastic metasediments,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone"
"Psammopelite and pelite, locally graphitic",Null,Null,"Shallow marine to terrestrial redbeds, peritidal to marine limestone"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
"Mylonitic pegmatite, age unknown",Null,Null,Null
"Paragneiss, calcsilicate and orthogneiss",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Granulite-grade iron-rich aluminous metasediments; precursor of unknown age,Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Late/post-Delamerian felsic intrusive rocks
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone","Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,Undifferentiated Neoproterozoic rocks
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Schistose, albitic and calcsilicate metasediments",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Quartzitic, pelitic and calcsilicate metasediments",Null,Null,Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,Demagnetised or altered gneiss or granulite adjacent to major structures or Giles Complex intrusives; non-magnetic to weakly magnetic,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Unknown basement, poor geophysical response",Null,Null,"Fluvial to shallow marine sandstone, minor shale; tidal to sabkha siltstone, shale, sandstone with anhydrite"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Strongly sheared, altered or granite-intruded gneiss or granulite adjacent to major shear zones; non-magnetic to weakly magnetic",Null,Null
"Quartzitic, pelitic and calcsilicate metasediments",Null,Null,Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Dacite and rhyodacite,Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Undifferentiated Cambro-Ordovician metasediments, including Kanmantoo Group?"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Deltaic red-bed shale, siltstone and sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Undifferentiated Cambro-Ordovician metasediments, including Kanmantoo Group?"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,"Layered gneiss and granulite, mainly metasedimentary; variably magnetic",Null,Null
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Volcaniclastics, porphyritic trachyte, dacite"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Psammopelite and pelite, locally graphitic",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
"Quartzitic, pelitic and calcsilicate metasediments",Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Inferred Palaeoproterozoic-early Mesoproterozoic protolith/basement to Fregon Subdomain,Demagnetised zones and non-magnetic mylonite along shear zones and faults,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Aeolian, fluvial and evaporitic to tidal sandstone to mudstone; marine limestone and dolomite"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Evaporitic clastics and carbonate rocks; fluvial sandstone and conglomerate
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
Metasediments: Hutchison Group equivalent?,Null,Null,"Marine shelf to basinal carbonate, minor basal sandstone and tuff"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Undifferentiated Cambro-Ordovician metasediments, including Kanmantoo Group?"
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
"Geophysically-delineated extensions of Curnamona Province under cover, based on GA crustal elements",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
"Geophysically-delineated extensions of Gawler Craton under cover, based on new interpretation",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Largely unknown basement; includes foliated granite in Mallabie 1,Null,Null,"Altered, porphyritic or vesicular basalt; porphyritic syenite-trachyte (?highly altered mafic volcanic rock) may be equivalent"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Metasandstone, phyllite, schist, gneiss"
Undifferentiated metasediments and  felsic and basic metavolcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Iron formation,Null,Null,Null
Mafic to felsic plugs,Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
Felsic volcanics of Benagerie Ridge; feldspathic sandstone and mafic volcanics in Bumbarlow 1 may be equivalent,Null,Null,Null
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Undifferentiated Cambro-Ordovician metasediments, including Kanmantoo Group?"
