Archaean - Early Mesoproterozoic polygons,Late Mesoproterozoic polygons,Middle Mesoproterozoic polygons,Neoproterozoic - Ordovician polygons
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
Mafic to felsic plugs,Null,Null,Null
Mafic to felsic plugs,Null,Null,Null
Comagmatic felsic and mafic granitoid rocks,Null,Null,Null
Comagmatic felsic and mafic granitoid rocks,Null,Null,Null
Comagmatic felsic and mafic granitoid rocks,Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Dolerite dykes
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Dolerite dykes
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated mafic to felsic volcanic rocks,Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated mafic to felsic volcanic rocks,Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated mafic to felsic volcanic rocks,Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated mafic to felsic volcanic rocks,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated mafic to felsic volcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated mafic to felsic volcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
Comagmatic felsic and mafic granitoid rocks,Null,Null,Null
Comagmatic felsic and mafic granitoid rocks,Null,Null,Null
Comagmatic felsic and mafic granitoid rocks,Null,Null,Null
Comagmatic felsic and mafic granitoid rocks,Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Dolerite dykes
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Dolerite dykes
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Dolerite dykes
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone",Null
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone",Null
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone",Dolerite dykes
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone",Null
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone",Dolerite dykes
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Dolerite dykes
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated mafic to felsic volcanic rocks,Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated mafic to felsic volcanic rocks,Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated mafic to felsic volcanic rocks,Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
Undifferentiated mafic to felsic volcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
Undifferentiated mafic to felsic volcanic rocks,Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to diorite, dolerite, amphibolite; leucogranite and leucoporphyry",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
Comagmatic felsic and mafic granitoid rocks,Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Granite to adamellite, lesser quartz monzodiorite; quartz monzonite and granodiorite",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
"Dacite to rhyolite, andesite, basalt",Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,Null,Dolerite dykes
Dacite and rhyodacite,Null,Null,Null
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone",Null
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone",Null
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone",Dolerite dykes
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone",Null
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone",Null
Dacite and rhyodacite,Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone",Null
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Dacite to rhyolite, andesite, basalt",Null,"Redbed sandstone, minor siltstone","Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
